doomscrolling,deep_work,social_battery,escapism
8.01950283781686,3.453534077157317,7.603014750143066,5.720169166589619
8.93850102164751,1.1428424435837174,6.393661252908331,3.482472415243185
7.664805822011224,2.714000494092092,8.709856436860317,2.9271710873431274
6.729809422897393,0.48515277531413536,7.330227571899468,3.8563987943234723
8.321140616195306,0.754261221288012,8.259771388776773,3.385317379728837
6.674213845698301,2.153725105945528,8.087313077669,1.857029702169377
8.536681040522424,2.5607845263682343,9.624576864762915,4.053802052034903
5.933495948064364,1.062174960084877,8.77255290081299,3.513785950912209
8.772571529459071,5.852731490654721,8.85633576603975,4.135565640180599
9.431002645239804,2.651391251305798,7.527096133039482,3.7589692204932676
6.840762178193643,1.7631813932599911,7.2719546782563445,3.0818741393863225
10.0,0.13273480740825194,9.029390285561771,1.3872841288103483
7.29210220131585,3.088950596967366,8.096420028643195,1.9222552220706939
6.927044436110048,2.679597748934676,6.904450052424295,3.216458589581975
8.06835775985572,1.3483996523941828,10.0,3.633919022318011
4.962286120013589,2.1864543147694278,7.007320302847418,3.852433334796224
6.811218892350949,1.885263558533101,8.757480918470685,3.8657551941701214
6.199555389416336,1.6654987641590515,7.287582033258566,2.3466707674262883
10.0,2.4049817109609557,6.108674068497432,3.917861947054776
10.0,3.032465260551147,5.72094505106898,2.5157659271337485
9.900366723779934,1.2923305343812193,8.665729142219343,3.7746340534293368
6.609604292632875,1.9404746439382,3.138098989896391,1.9756123586657102
7.62114777291026,0.7522168180351505,10.0,1.5698586220393673
7.339933269954525,2.1307405772860912,10.0,1.5641378488205606
9.74474562823244,2.010233061019587,6.527737023428074,3.462103474263271
8.298589543360205,1.3997831228412054,8.104703127485028,2.61468640313824
8.170276017876873,2.6621306745210465,10.0,1.762184501173151
10.0,0.04791220047749811,7.772322357446625,3.5883172064845765
8.421487801602549,1.3773004801794062,7.687816624464087,2.506999065341167
7.115952864583683,2.8496020970210245,8.535523228947572,2.3070904047393457
9.349399813149876,2.3072995208766094,9.21929317825844,3.629628841923612
6.7565074836168915,1.4398189598030304,9.120940407684893,3.610370265433465
7.968647609053778,2.117327383308782,9.916497343682638,2.40842861116417
8.820646071755057,1.7978073475661058,7.67347819515917,4.09877685198719
9.238124523482044,2.8135096360006386,9.958218210731493,3.021003841632759
9.022929456942446,1.689733243406544,8.486249528732664,2.8698569456323155
8.145493947489078,2.5951570254369134,6.7726689751497915,5.092387275685461
6.4909739277504475,0.7858113872122678,9.737166310250101,3.7916626939629356
8.936179725578233,2.62834550926428,7.981629840729628,2.1027456285141684
8.11370683729059,1.3228382884878882,9.462679600126627,2.8529426184978615
6.761754204811233,1.6786141583470067,8.619397181413436,2.4362754471960253
6.766669406650353,2.2436872114919124,8.367449856663084,2.4930568246288702
7.2934425415725155,2.2320499373576363,5.8278734877540135,1.5925362256234448
6.922333668121346,1.7865528482881528,8.466361348397006,4.475356216949552
9.286489434803029,1.840061470036573,7.971475688145967,1.9974706353621912
7.972230296011415,1.7113413610798616,8.484077840507133,2.172769056447677
8.779019771361758,3.5327389130025777,7.8368597773147135,3.4017117220989412
9.03521598756667,1.5987795281141637,8.336138722715624,3.012592400781795
8.146514147823247,1.2269902161445336,8.036765261388414,3.49799829124545
10.0,2.959270826085207,10.0,2.2326524371119505
9.308480955081016,2.1833420057383517,10.0,2.1917017146448483
6.740417236728836,1.4006073545559778,4.81415641353529,2.474244978319239
6.861301007669454,2.1503937864762075,8.512633963665738,4.876170839215886
9.425635757279075,1.4230963443375968,6.652377992977463,3.4919191715065057
6.019650189469036,3.8314587658543537,9.769160181081931,2.530824347895295
5.430298206363684,3.353872374165413,7.828190232121073,4.237816311973462
5.608358511808449,1.4006249770462271,8.007865549577275,3.046980593764742
7.324901792781135,2.6228499323474987,6.398569355926108,2.8576205149787066
8.180443447567848,2.514438834058749,9.067422317133335,1.8753579081621308
5.698828743896566,3.277676821898509,8.498471017969388,2.2515134634434464
10.0,2.1156746342928585,9.76894577609574,3.067518481410109
10.0,3.7553408424432044,7.62655377728139,3.9715709509543555
8.968063924377722,3.368631557532349,6.552614809129843,3.6860514599984393
9.587636730274381,0.24126051357688572,6.225112231001337,0.9607678222398994
7.595889748333163,2.717542255795962,10.0,3.074094780419775
10.0,0.6198985417851086,5.4449263409672675,2.9444523011033814
8.576098173408962,1.9673052519059069,4.898836849940185,2.9108799604872115
6.04329574924272,2.6696725488300386,8.549897369145272,2.060120213672645
7.22919962399496,0.9407864781110484,7.905981354090242,3.9551423205012384
6.5214109304966845,2.504046515517844,7.204613572441339,2.2071271677376556
7.839454460068163,0.9647576775806259,7.169526041979227,1.8021221074111515
10.0,2.035263551971729,6.950411738011121,3.213979910734222
7.831507925463756,1.779030400466777,8.921250050065138,3.757507710047305
7.204248278584209,1.4241817593553199,7.587422454272534,0.6980788352644152
5.727213406702171,3.3668742674445244,10.0,2.7509639604436216
8.86483544458365,2.311250154543536,10.0,4.119574911434577
7.80812361277885,1.0444595593995742,5.590330519613641,3.203463635867223
6.865473882073545,0.5777462904023258,7.03014067363621,1.918451996385605
10.0,2.8816397569494505,7.988041038025074,4.479944138890026
8.116052461471428,1.1387157986717362,10.0,3.5389100436846586
6.444130768510315,1.8096613219163917,6.686572619922864,1.617200269035664
9.389266321297463,3.9094166404701305,5.902148639271289,3.562969236690571
7.024036146317259,1.512874616235304,7.111409113641696,2.136009230320184
8.07278244191724,1.1690498835889622,8.405685238669758,2.949761890550863
7.641577929700386,1.0924363379584021,7.134843004147501,3.755391225825756
8.751375781436572,1.022444755201449,8.148998458143838,3.751387123371789
5.495892078317942,2.543360192379935,7.00606436158123,3.5705986685931594
6.855111265186225,0.19511789933548096,5.558686343175256,3.048084946661382
8.389583752582222,1.0956833748955914,8.957888688166062,1.3384799377310401
7.900880302029025,0.7889838002375433,7.022245838296762,3.047398671316414
6.709379952074071,1.6154444557701746,9.509439213821661,2.423108130476851
9.253538168097712,0.8702931453423819,8.794706266872923,4.4415686206579
4.2925332498090665,1.203104744529523,8.86560819077081,2.7969546139570074
8.556718810056964,1.3960148132841794,8.129884681209349,2.8443227646079206
9.75167309248971,2.254420843301213,8.506403993112803,2.5881230338775327
7.26859066389126,1.567441812180379,8.591678213567445,2.579015519179737
8.434662285344618,4.075400798645439,9.306687055147538,2.673976467832159
9.801820883245917,1.5919246269784486,4.942813197233219,1.991913689082596
5.193812118461216,1.6484865159586914,8.027627568784327,4.676437312275283
8.490391060646244,1.7808994711911357,9.244108371775233,0.7888646909921149
8.353421837162848,2.7708651938869666,5.782120631330238,4.143754043206929
8.507744611241622,1.5847120860991988,8.949172799159427,5.270692857804396
8.272799382587742,2.248220586300336,7.310958650689634,2.1501556305352083
9.245503724816368,1.1439161740911328,8.107349355829088,2.5223425532348833
8.718469738619588,2.3336621052869484,9.556309916386848,2.489983601145253
7.595187597059943,1.0212362842176925,7.333560109885832,3.377300493044852
9.135482924968027,1.0778346758223747,9.30440888015849,4.3556378588049505
8.620152354835552,3.8767958125580657,6.839316201344641,1.755345296688583
5.331919626643582,3.4960443114891833,8.981548484531087,2.9444153290895447
8.41995293947973,0.8745109527016235,10.0,3.1292211819752276
8.16409219190734,2.725766623898692,8.72151384760507,3.2238840242791316
6.814288316832032,2.4714683571359957,10.0,4.3454200461549775
10.0,1.4887843235688147,6.5155927696121285,2.874213079900352
8.083587368433042,3.0941915184709483,5.461303055427771,4.529550319460614
7.762988152131516,1.5731189300525799,6.481843437109749,1.3451433281342307
9.234755875942872,2.073317967188404,6.065058650388419,1.704921227936384
7.4963229510648075,3.669021525289393,7.610612972954593,1.4968570468818938
7.631385403871084,1.7272764302523296,3.9546700355876423,2.9457051334821878
7.653598204686983,2.6962063648134182,10.0,4.126565029547757
7.596666964167754,0.8934740912583297,10.0,3.0592184340144883
8.020893937869419,1.9758749128899966,8.297127141151783,2.8556395880760577
7.139506989679646,1.4531410587596079,7.950870094676002,2.4565752288662352
6.930731325984254,2.106430227691897,7.617534173868717,4.503992988582689
4.023545287410482,3.0915068519224618,9.869127788746443,0.9266097675918505
7.485968608879476,1.6285591340042085,5.888732457923268,2.2221833124091246
6.334136231801256,3.7522704434236225,9.403517589721192,4.2715550949941585
9.082508096064853,0.8709482287827708,7.21321960058034,3.489374561227918
6.166808286662082,2.712998430172388,7.639511902762798,2.6251791924504024
9.066439952305238,2.44426331148604,7.45855075127138,4.159329803364248
6.378405008600154,2.6159356069442636,8.889651886952576,2.69045356068601
8.489199533363177,0.748886423614697,9.386040528810351,2.815097863557011
7.215915469221441,3.0490092258368895,6.943484464185861,1.5915387036364403
5.665056239714144,2.60600995134564,6.079355971255575,4.754794181984365
4.877105888174417,3.696456368290038,8.316526200803928,2.9032868881296077
7.182621369786576,2.399136114352071,7.943547946362727,4.103301882016521
8.17134147299306,2.150301761461878,7.454581681679216,2.9430543762789325
8.461702653338088,0.28983160734337443,5.9777218668414305,3.743264094022715
8.256298157191912,1.816016663647321,8.02765089959809,3.347581705361671
7.190360479535958,1.2216952745976872,8.293767882646522,2.021627222384968
8.612379133571707,0.2974163957621596,9.543733455988466,3.4725974824130432
8.384044601470814,2.982690983945514,10.0,4.014370065018131
5.238688653002532,0.7204230332642985,7.062772133456482,3.026091050210834
8.776488530703684,1.2742561868465345,8.280150146715618,2.2446170676466775
7.082723295512078,0.5933389031517777,6.615150130833643,1.6483153943836664
6.536190120534001,3.0536417966078395,6.5759016667520855,5.63238206483739
8.739976851321334,2.1848361236948737,6.7124633297281795,3.7003098794089913
7.136543260643339,2.1220098146453616,10.0,2.90394010027535
9.723909989428513,1.2968235748741126,7.947517264254557,4.77080063563551
7.059549413318349,3.8124485579969285,9.061627903183213,2.4375332241057324
8.948611608583281,2.9725544496267298,8.932714943325795,1.4297752801095436
6.9092942362626975,1.7524813644484953,7.88834985634993,3.620672097550678
8.266551501399881,0.6646556412898987,8.570296776508945,3.610585745283823
8.839685671896559,3.0807807255546216,9.250883231823355,3.4591800792284366
7.894751432812029,0.3390390664840086,8.644427328698878,3.2076876871631113
8.40736825579306,0.7232514241796906,6.378415189387606,4.053152853332904
7.940667269215018,2.6815006973726243,8.042477564195691,3.029756139495745
9.407425708963997,1.483955271782626,8.144181165411474,2.5377247112949575
7.348255658851526,1.6908278765313607,8.333200657450568,2.5212513783365225
9.883634188360281,1.1053926977804962,7.719692533757962,2.560268941725825
10.0,2.1965547765115745,9.547766809202953,1.514439626963028
8.400575398803888,2.889630795623437,8.123425983913137,4.065480375065351
7.224067324849441,3.40934744018558,10.0,2.637161439560341
7.331746217898842,3.4533844771177007,10.0,2.477139972846732
7.369719774356215,1.7182153911394928,5.9833242334485846,2.0813480535158018
6.493788849871898,1.2322024348958716,7.947972668919828,3.234214732536521
10.0,1.001645959261209,9.476483597714875,2.786011155774491
7.925804435521351,2.6748194921666038,6.315916967656552,3.3824097461840505
8.249678312319585,2.492451264008149,8.433752965861727,5.455300139910895
7.043390023623026,1.4690030449981824,7.065289210362853,2.4445228808397452
7.0439193090402235,3.189016531107552,10.0,2.429253706250524
6.751466640343657,2.471415556386404,7.171665433578543,3.6329318177555106
8.30438453127695,0.48425588500276806,10.0,4.7958776730955215
7.080816964273421,1.612298440064016,8.428798086087358,3.334456789987025
8.987816409009245,4.01020453876635,7.734579158758926,2.2017027554615463
5.9310211579782095,1.269069960058081,7.950309540689305,4.794557863517788
7.223583051445743,2.2237879516388985,7.975365655890872,4.188393273448084
10.0,1.4691312270796795,7.265840836222667,4.044160877069072
9.022837234439468,3.8467073257360336,8.875892277988946,2.6407079092129404
8.885982246038465,3.1087035805829077,9.230723271796046,3.507274031107298
9.600012034383731,3.1692955904456728,10.0,3.648709887589643
7.749322879524718,2.1467136864333227,9.809763449762535,2.183064329012764
8.553009963309352,1.6066611876726393,8.043117234402226,4.278451862607299
8.286648602029855,2.046436548156149,5.960215788530121,3.746253566027221
8.968226271711613,4.16325472330546,7.538332647570499,3.219150327663939
8.374075525566132,3.5774532797634744,7.857056701419572,3.2790215257703395
8.91184476457481,2.1866091231563582,7.330349578174207,3.1940899928983075
9.610447624789657,0.9734847005889398,8.199454511220313,2.299879185060827
9.792569943387264,0.4768130952162253,7.161617229092617,3.377211875064521
10.0,1.9342497389270121,7.167200709960202,4.88115706944059
5.8279791493756345,0.0,8.66002167508,2.4979457756473886
6.46815077430393,2.7083564472993533,8.365701070656797,2.4359213692632715
6.079543401993659,2.8724573282801447,8.975301766937992,2.900824136220617
10.0,0.9299152336738474,5.711712243612892,2.3080919301187555
7.931620975466753,2.2433394493226917,7.638145913215505,3.352055396514297
6.122690863714334,3.4437646040732597,7.876773232411146,4.117295831588128
8.514088019566556,2.456753219153784,8.854650920348305,3.4477085600173147
8.964084139801315,3.3291525301324314,8.294781754552206,3.7090037575885124
7.86539645856916,3.440117215449473,6.985411546911095,4.800940432910815
7.939763074033485,0.5692248978819519,8.192156622366184,2.318948342525119
9.260965323483086,1.347376020697609,7.33072485017783,1.110459269054469
7.321540521126385,0.0,5.624145764771415,3.7604146561442975
9.178700237976248,2.425457561784965,6.549535785306181,2.95228864385802
7.994596191364147,0.8416353108074572,10.0,3.8773622905756713
7.668553739255504,2.026885838994531,8.312574211921328,0.9582651315757094
7.629233926219104,1.3180157520022013,6.497569985157627,2.718899707114045
10.0,2.64084286126701,7.143231515325805,3.5725827813561586
10.0,2.924633682912769,8.08944555488026,2.353063222294426
9.047334970420385,2.3934853854217497,9.342789830041598,3.6351718016819694
9.574329072979003,1.4647647884394321,9.976091098451489,3.1975996046923996
10.0,1.3108121819104321,10.0,3.197910783462648
7.022872994578328,1.5161141659456785,7.519479037708519,3.4241659464019163
8.78425323205325,1.426299996061421,7.963468111608526,5.142270358611864
10.0,2.436323669674032,8.0570052172523,3.1200313267182613
8.920276959095625,0.9772074348015944,7.613935193864982,1.3314159261224106
8.598834683907919,2.647195939702741,7.275220306550939,4.573986763290033
6.161351505496488,0.5356251197901798,8.336677727839959,4.047098302612154
10.0,1.54111573713106,9.618021250146944,2.9614915304992926
7.74105905008877,2.8836599374866725,8.97848431762013,1.4236078430157506
10.0,3.3800913541474515,7.061655947735706,3.395803533437409
8.741045279424108,2.260673765823907,7.174542269231869,2.3283766320619486
7.961668893512832,3.1727290192593647,8.815400231891648,2.629385667913894
9.157548065972517,0.0,9.723148550558156,1.2602862212219004
7.456338587895302,0.8803301053738561,6.0579777864186415,4.16082678737852
7.298448198032163,2.346503881730716,7.929619131681224,3.4770408272231217
8.115232836590383,0.7170077758114304,9.49440022917071,2.5062434168386876
5.665127152010373,1.5718848390340874,10.0,3.8502217421134928
7.477021798388211,1.6507422956815712,7.5175474231739265,5.076747983560841
8.57290317834733,2.4300416471910697,9.545425181047763,3.2387891590265134
7.611436781268945,1.8036501509150218,7.892598110878904,2.962777763490158
9.091444315455469,2.0519458858072994,9.098960115823369,2.9192834198914177
8.117952785474136,0.0017993154678923595,9.374491512053723,3.346488475897993
9.497015164789477,0.0,10.0,2.8604103718448264
9.662274225106275,0.9600940728744691,8.919160857593855,1.9465844368263439
7.064346558956292,3.914031353866786,7.71397639885498,3.217432873179723
9.305101596033131,2.4956818879726046,8.225628357715365,3.3649610024662255
10.0,1.9423812029664147,8.301648570072452,4.050654396007612
9.658288899436975,3.18703030556038,8.958095333043778,1.8569950872695165
10.0,0.853654606981312,8.45395319785855,2.245724149980642
7.9037924801105115,2.3287624103034803,8.48203582317541,3.421920754235285
10.0,2.45353430151398,7.633765047064027,3.964087168288357
9.784205733386962,0.7723921848630075,8.896100104774787,3.701172742310898
7.553654744960012,3.3757068133116195,7.77491661945121,3.1255764534715422
7.740392263574195,2.0155790475814674,6.355587369657197,1.5599491174057056
10.0,1.1530386516816722,6.512911475815539,0.8466098863962852
7.041557378465747,0.6769102065925017,10.0,4.009817089342635
6.9677744822334144,4.252435805344309,9.47264823048739,2.6751686164913777
4.25089142768964,4.290942572590742,5.915641299854606,1.3546012530431082
9.53385564801446,4.439752406339273,10.0,3.56390912005236
8.89213151249793,2.853415558780308,9.138392884680147,3.281191423969376
8.156301655927814,1.9374068721004776,6.869053116699986,2.719324923133226
5.460564778706922,1.9016603732052502,6.517113339273624,1.896410682784229
8.269841226730218,3.3920022863445993,9.37747490900347,1.429499396376823
6.515557795144494,2.940771187988216,6.5262689096925355,2.7753668500029756
8.825078148536829,1.0316555451363647,8.15806325921894,1.6659745050817956
7.097948534073179,2.319781934142537,5.6105093997024955,3.440474737960399
7.970543301609978,2.5524899544171475,8.335871201096992,4.364140429973844
8.187836753971862,1.570594458874747,8.183446254548425,3.543298029036388
8.073290105488557,2.040591691203882,6.947012468289866,2.337099082449052
5.89609209230046,3.7495767431869393,6.1342051469130725,2.3070948022040927
6.922389101646203,2.8949243769444415,7.557575482561958,4.247742072673734
6.9897640636341976,2.278994162223802,6.746979420110364,5.145149127773388
6.218602371455731,2.3098207102270276,8.950665321398148,3.4137990974514985
7.722068511683437,1.8701793002665739,8.065717207968664,2.8529979983715115
9.445818675192365,4.210523001591351,7.16376232248825,1.6301970204209222
7.8675769274731175,4.579709337654318,6.794488148045404,4.6391168054440675
10.0,1.4464117582920055,8.853474618777913,4.628396623128538
7.43130838851877,1.7964196398976382,7.127478629077034,1.9852432693071331
7.026083682400989,0.7760597332377435,8.051125202388839,2.230026768941358
8.350678867686122,0.4441043537963727,8.496320348321685,3.8335289616089248
5.009396536142817,2.374056569847572,9.841503488709938,1.7903589813087946
10.0,2.4190190093660453,6.942482216362387,2.9442309223422938
8.837490368782584,2.0760053914124117,8.808133988669553,2.0793264069206336
8.254041236054118,0.5862855030950198,7.83316090797695,2.09609235853521
6.89670508611535,3.2360931752104376,9.636965180891403,3.609138120907177
6.361530852991132,1.6835915503051981,9.819646549968775,3.141716913639905
10.0,2.393317839394372,8.288073674735047,2.6908835357974987
8.200311357173424,1.847530163619456,9.062163015032885,3.9567023167945843
6.821015809238076,0.668767046442222,5.245691940345055,3.507991326912544
6.344950090739189,0.0,8.582867906796446,5.492999517432791
7.99089363269016,2.8384907744516417,8.122744037821347,2.9011103468088573
9.378614724481652,1.7097254558113486,8.401088471107855,3.3216978061960134
6.997864319535427,2.992042349536523,7.737560364956887,2.244254840507155
8.804764765355605,1.1015320182089627,8.042271736053692,2.9908810033557964
9.628843348747367,2.4746982328799527,7.962459561882284,3.817766299200287
10.0,2.557810306351862,8.01552892976507,1.6881637676498404
6.402329505386941,1.6947752956453324,7.0857316967610755,2.813028697014554
8.08497488734566,2.5296927543567307,7.894251832911364,3.4865016438262018
8.09671162221518,0.0245334336461287,6.590996909271869,2.8559124442783848
6.185457885738339,2.5999287299962046,10.0,4.218761851697317
7.679835693604688,3.4907261368499523,8.223001185803167,2.6629140288819606
7.079896004688591,1.6975303135118716,7.417734772188156,3.1704162223754877
8.240860971574797,2.0030460201534144,8.655407254619524,4.190646274786341
9.424331203161985,0.5151020315500965,4.169118297647068,3.9343199112392737
5.949681952376869,1.7752345981073165,6.244830460910961,1.1980195624199803
8.812194092307182,2.759155160302647,7.135234398909921,0.4089577078550901
7.180633327621276,2.3918040054025465,5.781632646838807,3.1833599197791558
7.977035226240507,2.5792914996010885,8.17937055262123,2.0269310591184446
9.794857252496737,1.84147042697303,7.959043190735102,2.066732040926804
7.335076623212735,1.1151972859730992,7.740580910114866,4.7117084801423434
5.942148285602966,0.38643860212325887,10.0,2.790676322848134
6.996390892010125,3.0399046873960764,7.091576690394704,4.826009713546936
9.016888807008904,1.5120885918542974,10.0,2.3942850769966615
9.11314305801396,2.299292580406492,9.952611934098197,4.561511196726853
8.04800622359865,1.2465821296538167,8.689958214408675,2.3222846302478937
10.0,2.1365353310827375,7.452017673031837,3.1846803058649082
5.979310565705456,1.0283859614893485,9.800620861916638,2.3431057210286044
6.42963352597709,2.536652752527286,9.778556231994495,3.718953310665067
9.494071528708725,1.2432049114305392,5.867283999887235,4.501333651955487
7.515980241736797,1.7491669835449526,9.992291212773587,3.55623000940066
8.683831658122411,4.165002344901084,7.034722654429785,3.927840128081237
8.085519687345627,2.268592278863257,10.0,3.507835756289624
8.80744411857445,3.072507337309802,7.452570905685672,2.1607903326609934
6.43278620896845,0.03364341062399823,10.0,1.8967916342783169
7.6681195646213425,1.7231867001110794,8.461110046713651,3.8157372125392968
9.290710232539618,1.4169225614310617,7.749317429320382,3.2825799504882998
7.62696331072468,3.6073455760199926,8.736462427457377,3.7348777860498172
8.994321903001119,3.173473857485325,8.271532338055561,1.7031680520441534
8.599531927628963,1.348643106208171,7.207074977375365,3.586364018755093
9.857424607150453,2.0212715767360616,8.463249518898445,4.702214944635238
8.361129769232852,4.601683114180394,8.848264468447317,1.2392372408441823
9.130012431656798,2.3811583848827778,9.934629131124119,3.6731813512699585
7.792316024024339,0.7757017637106343,7.686465114070963,2.1494795457907
7.129214825292916,2.5885784044206095,10.0,3.3946715298229813
6.2061754069472235,2.4446026682201407,9.794947229968477,2.390217095680618
7.798974249990623,2.0146881947291972,6.82265253037664,3.6482804338438592
7.818577777088327,2.419532443907028,6.66876173329685,2.5625416996765895
9.083572036741657,1.627166847908233,10.0,2.6003638143853975
8.33702708862783,2.9325908318730898,5.872451400600452,1.2391911880192241
5.711515528144858,3.262584103427182,7.172212781161329,5.558199285668252
7.153628602013917,2.184551303197037,10.0,5.006092888159123
10.0,3.2083662305931426,9.536093788717194,3.592526949201183
9.167541614249956,1.4488142836714666,6.772701674866539,2.996625542589048
7.744723066212607,1.5467719506727249,9.044581171185072,3.9553052085705107
8.132610329437771,3.477530081055262,6.287466328799742,2.806340540720282
6.924766519095792,0.13346338292694004,7.875978971235951,2.8782524916167165
10.0,2.6308116845547778,6.463719763506193,4.854092566334188
9.83155054328803,2.582097703468616,7.660273851725252,2.0405607632765204
7.4416898358934205,3.088748619704186,10.0,4.543243528272189
7.266725867320589,0.8803825667109888,8.211329370366807,1.2315606344371484
8.484751571277172,1.8523974137013313,7.300945247197637,1.4052969327332046
8.770400159854574,1.4672991603380887,6.245124746434568,0.12773778671835068
7.958727642424045,3.772251596669744,10.0,2.5429037434137283
7.096681909457329,2.4687742560750237,6.502421841217563,3.3017918998194657
9.149120417577036,3.2269332238843074,7.849768885280071,2.796326249823034
6.683026119865159,1.1731196459601398,7.66028166214771,3.367365506816178
9.370376939349875,1.1968210493196552,10.0,2.728876398957431
7.967949058477346,1.2527883208521766,4.363639609590588,3.8840453963610497
9.10526584563865,1.7186724428817866,8.100486075837308,3.5159392177040996
5.656181214670186,1.4709473226537053,9.19139701943274,1.7457105768307506
8.440336898249944,0.643418195376595,8.69964497365029,2.9643585177025162
5.577302276141736,3.164739354457171,6.898112634802926,2.189747562985619
8.300853795846415,3.148637349428715,6.476267271532405,3.061679849847972
8.64322475049586,2.693105607263144,8.264662332915838,2.632972160916678
6.758614669026921,2.0861438830463745,6.39179148202159,0.07864951650539265
8.654839706236501,2.9039348410861954,4.455601346687242,1.9902692952900625
8.928731391507796,4.057495469711698,8.031190561513112,2.2719970587708653
7.72565533834274,3.374876419148185,7.031053731313197,2.2008079933497466
7.275884716726951,1.0466713917412878,8.184005473992194,4.62467845846956
8.484618909674044,1.7476464978737125,7.562283096626684,1.436809191303343
9.32466466572074,1.922162802987198,7.729280129614062,6.19310756784486
8.44812936254853,1.2482089499048157,7.360463605691685,4.148445709196755
8.169905615806647,0.5617220216826333,9.378843401862806,2.331855914461006
10.0,3.0800480657146485,7.329017156511873,4.281016361735113
8.101783265791106,2.8527736751222195,8.727099225941712,2.1536433450091264
7.034675251523807,3.029960817581161,7.497837001840189,2.5963515367580032
6.5673161309759704,2.423599065593461,10.0,1.9324670857457271
8.036329185009137,3.4122205554154292,7.880537913131428,3.452371796249734
6.40640970777968,2.4283070972076484,7.719283602493177,3.985729995679863
9.781079077347126,4.589563642018614,8.869449759820363,3.3257963165821662
8.291576452366003,1.6468337071893115,8.507725765192536,2.7045985898609706
8.252691464404421,3.31759753560796,6.490186152080538,4.139878561129045
9.975672601009798,1.8819314730089212,4.817217651487108,2.3921780129055676
9.945491819841664,1.9771319377011178,6.501046651557633,2.4952250787717825
9.260930039756829,2.5467335682013794,7.641601851245459,2.6331755881853125
7.412362776434267,1.0775898155014976,10.0,2.67767953078866
9.825737781238244,3.5213160519224513,9.497466347221941,2.5683796872819515
8.605595135504915,1.9758043936090839,6.644447208904808,3.3243592817216028
6.231440313260296,3.1876793884615635,7.30307405405241,3.2011596558728392
8.424931807319213,1.7410950262959226,8.880040702212913,2.5250963433774753
9.306945946185866,0.6540203197532515,8.189569369319617,4.938928999058285
6.499503013091638,1.3222550294751485,8.770861774488372,3.179581781939598
8.525945148910338,2.4891871301476636,8.952082202842655,4.109699841956223
8.614727985392769,1.7587423453814575,9.008860551804098,4.899881934895216
7.801049380426139,1.0254706953293584,9.660621003930459,2.8796188360464017
4.740995680978946,2.8474216771504217,7.197007721069116,2.9094667176958393
